Base_Ministry,Fiscal_Year,Budget_Amount,GDP_Growth_Rate,Inflation_CPI,Exchange_Rate_USD,Current_Account_GDP,Global_GDP_Growth,Election_Year,High_Inflation,GDP_Growth_Lag1,Inflation_Lag1
Coal,10-11,447.7,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Coal,11-12,468.72,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Coal,12-13,498.35,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Coal,13-14,497.7,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Coal,15-16,606.0,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Coal,16-17,361.0,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Coal,17-18,745.1,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Coal,18-19,770.91,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Coal,19-20,822.05,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Coal,20-21,882.61,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Coal,21-22,534.88,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Coal,22-23,393.24,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Coal,23-24,192.32,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Commerce,05-06,2420.0,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Commerce,06-07,2481.29,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Commerce,07-08,2541.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Commerce,09-10,3652.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Commerce,10-11,3980.05,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Commerce,11-12,6511.58,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Commerce,12-13,5023.0,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Commerce,13-14,5391.0,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Commerce,15-16,5091.51,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Commerce,16-17,4362.8,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Commerce,17-18,4465.83,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Commerce,18-19,5251.7,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Commerce,19-20,6219.32,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Commerce,20-21,6219.32,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Commerce,21-22,4986.01,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Commerce,22-23,6073.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Commerce,23-24,5254.58,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Company Affairs,05-06,116.27,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Company Affairs,06-07,145.0,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Company Affairs,07-08,201.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Company Affairs,09-10,229.62,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Company Affairs,10-11,249.01,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Company Affairs,11-12,238.94,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Company Affairs,12-13,245.5,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Company Affairs,13-14,255.28,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Company Affairs,15-16,271.88,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Company Affairs,16-17,344.43,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Company Affairs,17-18,448.04,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Company Affairs,18-19,564.15,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Company Affairs,19-20,553.63,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Company Affairs,20-21,727.62,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Company Affairs,21-22,712.13,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Company Affairs,22-23,733.02,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Company Affairs,23-24,756.19,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Consumer Affairs,05-06,133.34,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Consumer Affairs,06-07,198.0,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Consumer Affairs,07-08,249.64,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Consumer Affairs,09-10,467.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Consumer Affairs,10-11,475.2,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Consumer Affairs,11-12,580.56,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Consumer Affairs,12-13,602.29,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Consumer Affairs,13-14,556.9,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Consumer Affairs,15-16,261.77,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Consumer Affairs,16-17,1241.61,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Consumer Affairs,17-18,3727.0,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Consumer Affairs,18-19,1785.17,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Consumer Affairs,19-20,2272.32,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Consumer Affairs,20-21,2300.0,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Consumer Affairs,21-22,2974.1,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Consumer Affairs,22-23,1724.88,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Consumer Affairs,23-24,250.66,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Culture,05-06,865.27,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Culture,06-07,40.0,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Culture,07-08,40.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Culture,09-10,7715.6,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Culture,10-11,8885.97,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Culture,11-12,1338.0,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Culture,12-13,11313.22,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Culture,13-14,11979.5,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Culture,15-16,6203.85,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Culture,16-17,23228.83,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Culture,17-18,2738.47,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Culture,18-19,46700.0,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Culture,19-20,129585.21,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Culture,20-21,134399.77,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Culture,21-22,123017.57,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Culture,22-23,124000.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Culture,23-24,115531.79,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Defence (Civil estimates),05-06,13952.0,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Defence (Civil estimates),06-07,15123.84,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Defence (Civil estimates),07-08,16695.83,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Defence (Civil estimates),09-10,24960.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Defence (Civil estimates),10-11,147344.0,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Defence (Civil estimates),11-12,38156.81,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Defence (Civil estimates),12-13,44798.24,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Defence (Civil estimates),13-14,49673.79,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Defence (Civil estimates),15-16,63352.6,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Defence (Civil estimates),16-17,118465.84,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Defence (Civil estimates),17-18,14852.22,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Defence (Civil estimates),18-19,16206.09,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Defence (Civil estimates),19-20,17065.12,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Defence (Civil estimates),20-21,14500.0,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Defence (Civil estimates),21-22,15257.34,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Defence (Civil estimates),22-23,20100.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Defence (Civil estimates),23-24,22612.5,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Defence Services,05-06,83000.0,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Defence Services,06-07,15123.84,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Defence Services,07-08,16695.83,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Defence Services,09-10,24960.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Defence Services,10-11,147344.0,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Defence Services,11-12,164415.49,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Defence Services,12-13,44798.24,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Defence Services,13-14,49673.79,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Defence Services,15-16,63352.6,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Defence Services,16-17,118465.84,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Defence Services,17-18,172773.89,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Defence Services,18-19,16206.09,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Defence Services,19-20,17065.12,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Defence Services,20-21,14500.0,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Defence Services,21-22,15257.34,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Defence Services,22-23,20100.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Defence Services,23-24,22612.5,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Development of North Eastern Region,05-06,52.23,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Development of North Eastern Region,06-07,62.79,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Development of North Eastern Region,07-08,93.07,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Development of North Eastern Region,09-10,101.47,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Development of North Eastern Region,10-11,209.33,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Development of North Eastern Region,11-12,212.58,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Development of North Eastern Region,12-13,229.33,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Development of North Eastern Region,13-14,250.97,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Development of North Eastern Region,15-16,564.74,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Development of North Eastern Region,16-17,830.01,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Development of North Eastern Region,17-18,2682.45,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Development of North Eastern Region,18-19,3000.0,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Development of North Eastern Region,19-20,3000.0,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Development of North Eastern Region,20-21,3048.73,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Development of North Eastern Region,21-22,2658.0,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Development of North Eastern Region,22-23,2800.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Development of North Eastern Region,23-24,5892.0,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Drinking Water Supply,05-06,4751.42,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Drinking Water Supply,06-07,6001.7,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Drinking Water Supply,07-08,7561.74,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Drinking Water Supply,09-10,9202.84,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Drinking Water Supply,10-11,10583.78,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Drinking Water Supply,11-12,11005.24,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Drinking Water Supply,12-13,14005.24,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Drinking Water Supply,13-14,15265.7,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Drinking Water Supply,15-16,238.87,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Drinking Water Supply,16-17,1471.2,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Drinking Water Supply,17-18,20010.79,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Drinking Water Supply,18-19,22356.6,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Drinking Water Supply,19-20,18216.34,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Drinking Water Supply,20-21,21518.1,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Drinking Water Supply,21-22,60030.45,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Drinking Water Supply,22-23,67221.12,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Drinking Water Supply,23-24,77223.0,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Economic Affairs (centralised provisions),05-06,160114.27,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Economic Affairs (centralised provisions),06-07,169511.6,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Economic Affairs (centralised provisions),07-08,189264.93,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Economic Affairs (centralised provisions),09-10,260122.44,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Economic Affairs (centralised provisions),10-11,281433.0,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Economic Affairs (centralised provisions),11-12,317419.79,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Economic Affairs (centralised provisions),12-13,378246.89,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Economic Affairs (centralised provisions),13-14,432968.89,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Economic Affairs (centralised provisions),15-16,565159.57,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Economic Affairs (centralised provisions),16-17,603316.31,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Economic Affairs (centralised provisions),17-18,11110.0,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Economic Affairs (centralised provisions),18-19,12742.84,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Economic Affairs (centralised provisions),19-20,14120.62,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Economic Affairs (centralised provisions),20-21,29308.27,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Economic Affairs (centralised provisions),21-22,61128.18,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Economic Affairs (centralised provisions),22-23,14540.26,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Economic Affairs (centralised provisions),23-24,5901.31,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Elementary Education and Literacy,05-06,12536.53,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Elementary Education and Literacy,06-07,17132.71,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Elementary Education and Literacy,07-08,23142.22,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Elementary Education and Literacy,09-10,29099.21,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
